cid,text,time,author,channelId,videoId
UgwWaKEqOdPLEtG3RNd4AaABAg,😂😂😂😂😂😂😂😂😂😂 Yall got me! I thought you all was in yalls birthday suits!!!❤❤❤😂😂😂😂😂😂❤😂😂😂😂❤❤😂😂❤❤😂❤😂😂❤❤😂❤😂😂😂❤❤😂❤😂❤❤😂❤😂❤😂❤❤,7 months ago,@TroyHerbert-r8i,UC5YxJTT3CFPhK3SoHHmzgIw,zJ48vnQFz3I
UgyLZvzgGE8JgacBmVF4AaABAg,Idk but this was giving Adam and Eve 😂,5 months ago,@lmholland8433,UCE5rU8nzbEeG8AfZ4B448Ug,zJ48vnQFz3I
UgywOOeSzeoc9SS9WWt4AaABAg,"Love Jay's response to Isabell's self praise. 

So cute❤😁",7 months ago,@karena3217,UCPbl1yI6Me8g2IL5CK-K_PA,zJ48vnQFz3I
UgycxZ5AGHQqq4Kbo894AaABAg,Like when the gril took off the lift you can se shorts 😊,4 months ago,@DylanDelarosa-s4v,UCtJkA8k4pnXHT1Hxg8t1c_Q,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6sxYll1RN6,Sameee,7 months ago,@ellasworld2538,UClPOOAPhG-3LEbBDB2CEUbw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6t2DzBL0lY,😊😊😊😊😊❤❤❤❤😊❤😊❤😊😊😊,7 months ago,@خالدهلال-ض7ت,UC3TbofYQvESwR7pJOseQeEA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6vwlOsvMpO,Same here,7 months ago,@EstherOrebogun,UCH6Mojd2o6F-RbcbS43AbZg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6xQHlPVCmy,Lol,7 months ago,@MajaVithaomy,UCLoRM51_wsaBLJCsKlESIUQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6xpNsS6ou-,Same,7 months ago,@roxypkxd,UCfT_7_zSMhfNRRwiNvvf5Fg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6xqZs3itbe,❤😂😂😂😂😂,7 months ago,@estherfletcher1528,UCInv2AZJzoO2qEv5ZA0-bfA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6xwSavPoBv,Wow you're so good at typing❤,7 months ago,@Crystal120_blue,UC8sYnHd46CkZCJbSQGTOwIQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6zlilHoZKw,Gather here  if you thought  the same th6,7 months ago,@EstherOrebogun,UCH6Mojd2o6F-RbcbS43AbZg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A6zrR-DEB0R,And I think that i u made a mistake,7 months ago,@yashvinod1,UCqXPAJY-mdl00DsBDQSg8pg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A722HydVQ4_,Bro graduated from mcdonalds,7 months ago,@Taco_boyo,UCppKUAZPPF7LtRdOk4zqLfg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A726WWmWr2x,Me too😂,7 months ago,@mirnamejia9935,UCzgoZ9a4KzPgNEqhHZ8Txqw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7285lMe_w2,​ @Crystal120_blue bro u indirectly insulted him 😂😂,7 months ago,@BlackAngelYT_roblox,UCYD9IRyTpva9eTuecwmaiTw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A72DdIwyPhc,Same,7 months ago,@shimamoh7414,UCO8mRtbqQjbR91xE-L1pJAg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A73M4mBZpyx,😂😂🤣,7 months ago,@MasterMake-tf7pp,UCExi7iyjaWWM06yv4-AX4wg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A73h7w7cPfw,But what about him 😅,7 months ago,@kayleejohnson7923,UCYAPmuGi6t3S8F7h0K_wTow,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A74H9ivWXhC,Samee,7 months ago,@Wintervibesonly,UCgVKWxl_1ZSl1H9PDiczM4g,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A74PrG3VwTM,Ρ,7 months ago,@paraskeyhvoula,UCFqmygoK3_a42tNIiq39dEw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A74WzvXL3Pk,😊😊😊,7 months ago,@lcclcc1044,UCTD2y_1cYsWGjADvLqqAoVA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A75PlNVsER1,The one that doesn’t know how to spell,7 months ago,@mhmmhm7474,UCJVM0sI1tTNL6i7yL5skT-w,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A75WnFp3iAz,Thoughr? Clorhes? Have you tried going to school before YouTube?,7 months ago,@DFWODYSSEY,UC037VGwVwEjlXWzrvWadEZQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7CFDirN0Wn,She/he idk.... But he/she is just a kid why are y'all attacking her...? She/he don't know how to type its OKAY she/he can learn typeing later,7 months ago,@Its_hannah123,UCTA-Y7RguSgmpOJiTcLI-FQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7D5e5AKZ42, @BlackAngelYT_roblox they were being sarcastic,7 months ago,@KingChaosEdits,UCzq1Obwi4Aa43-Z3VzhQXmA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7DZHNyJjqE, @Its_hannah123  Girl.. an edit button exists.? so extra for no reason,7 months ago,@Repostingtiktoks009,UC0T_lv4c_R6MzH_hjcf92Kw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7DhhgpHM2i,​ @Repostingtiktoks009 ...... I think soo......,7 months ago,@Its_hannah123,UCTA-Y7RguSgmpOJiTcLI-FQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7EQ67s7USL,Same,7 months ago,@bulelwanciweni7396,UCp56Ihu6n-kNgPHnEjFz0fg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7F2r9yxMhV, @Its_hannah123  Bro,7 months ago,@Repostingtiktoks009,UC0T_lv4c_R6MzH_hjcf92Kw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7F8U5zI-SJ,​ @Repostingtiktoks009  whats your problem!? Am I talking to you???,7 months ago,@Its_hannah123,UCTA-Y7RguSgmpOJiTcLI-FQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7FkkMmOeCp,...tbh I think the guy doesn't..and she got him twice.,7 months ago,@Jack-mb4jx,UCoQtnbGolK4citJAubTfgZg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7FqD0d2rE6,Same.,7 months ago,@emi_lovedd,UCe6UKFiWjwmJ77FDXp3hv2A,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7HHhzl965W,sameeeeeeeeee 😹😹😹😅😅😅,7 months ago,@shruti-d4i,UC4amkVdh7BYEUmS31gggUlA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7IfbJoHRxT,what are you saying,6 months ago,@theboyisatit6u4-12,UCM88dCTzfoReRprxch6oRGg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7JtrtU9G-1,The man had no clothes 😂😂,6 months ago,@AngelPeebles,UCUnBeknR6FzR-4RNqKx6S-w,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7L23mSl_jM,He don't,6 months ago,@sahara-shayhughes,UCMSaD9GNUvL4Te6_vK69Iqw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7Mmdj-wMYc,​ @Crystal120_blue  LOL 😂,6 months ago,@genya_Shinazugawa106,UC9oDzZ4Ak6nCsb3MlDo_i2w,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7QW_JRtPJI,Grammar,6 months ago,@ostinthai6501,UCdh6ms0wWxOs3APckWI3fHA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7VdESFz3um,❤❤❤❤❤❤❤❤❤❤❤,6 months ago,@Jsarmiento87,UCZygwRd2Xv4FqYv3rMCH8Ow,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7WxXieNSnL,I think the he doesn't 😮,6 months ago,@kaity_user,UC1xIs0s3IkBRXRaC_sj4wlA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7YeB94OE0S,"Hello, that's what you're saying hello, guys.That's funny laugh emoji laugh emoji glass emoji😂😂😂😂😂",6 months ago,@danasullivan7613,UCk0SEM9pMui_gwzf_JAVvyQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7ZwXFaId4j,Same,6 months ago,@babygirl-qq8uq,UCtSNHG7BIfqLpoeK5lsMzyg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7_UMCdeXmz,"Bro fix your spelling, it’s I, both, clothes, .",6 months ago,@DariellYourGuy,UC9N8_yUsVB6tyoFTMq-pO9w,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7aw-bKPgFP,Really no way almost like they planned that😱🤨,6 months ago,@robertopereira8806,UC5Ur3Yon449DBZBisGshJEQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7c4KMQlM4Q,Lol,6 months ago,@Lana84690,UCekTimavjfNqtHEA4aVt2SQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7gA2KltXI5,Same,6 months ago,@Gab.blox555,UCjFQFbeCLkMwqrnfjMO3V8Q,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7m4ixuDPYr,ME TOO,6 months ago,@TheRealJuiceWorldWide,UCXUmiHnG2LBXhBczGPnwLDA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7oQSTi4Rlq,Same,6 months ago,@karlbarker-ic8gw,UCq65YXJm3OuJOU6hWYe38lQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7qg1oURPOj,Whats with ur spelling,6 months ago,@speechesnaatsstudio,UC_0edO9Q-TfDw_iLz0yx5kQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7rONO4CDeI,Hj,6 months ago,@raniaboucetta6685,UCIxoNFo8fKwZKJ6N_Gi22qA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7tZ0ZO0IZ9,Yeah,6 months ago,@estherolaideh6140,UChkR_QD7hOz05JIQyuAjdpA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A7tjJd8gFJz,😂😂😂😂😂😂😂😂😂😅,6 months ago,@abdooabdoohp8857,UC_EbegEE1xDRkwedi_HbWnA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A81r29JJuXS,😂😂😂😂,6 months ago,@annecundiman8621,UCN-gQetOthfYYjMmJccss6w,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A82e6pm9So8,For real😂,6 months ago,@TamiloreJenmi,UC7MAQpgpnrsBIspuKrLvz9g,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8APAuMCSpf,Uhm Abt him?,6 months ago,@nanaylibring,UC8Afrx5pGwvj5GvKznRE1pw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8AjV-T5Si_,Copiona de mi comentario,6 months ago,@AgnoliaRodriguez,UCw16vVcHbDKs7P-yYiSwYDQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8DJEnhNY2J,Same,6 months ago,@AkuililiProsper,UCEl6KYc14ksRSIaDmiyI7KA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8FcEXCUu0N,Same 💀,6 months ago,@Chann_971,UCq9cm6AljNJeTOmdeYFvgXQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8HV6r5DU7E,Wow your so good at spelling 🎉🎉🎉,6 months ago,@mathhagani,UCwJm79puhwHVZkUx8EKX0KQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8IJhr8736F,Same😂😂😂,6 months ago,@suby-r4n,UCaXiqXS3x4XSzzRaPqCTDSA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8IXTUZblNI, @Crystal120_blue  bro are you being sarcastic,6 months ago,@dennisstewart5040,UCY1NKMG04N1t7fQsppnpCmg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8bSDAXQjxI,Lol​ @Crystal120_blue ,5 months ago,@ShalomMosia-u7d,UClp1VJgja9XeQXXzlVDg8Pw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8eF-J5CSUM,Hi friends 👋👋,5 months ago,@143cat-p2j,UCFr6v3Au6WgmVZ2iQVGJedQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8eq2MjMdVE, @Crystal120_blue Fr💀,5 months ago,@ItHiNkImSaDIe,UCssEt_5Kniji7j8vZHy9oiw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8ffRRHqIB-,Clorhes,5 months ago,@sinthya0tobias555,UC9NfUGu4qPXV-VZK6Apoabg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8gsuDyK-Y_,Why so many r's?,5 months ago,@shushusimelane4438,UC5Vxz36ngXEm9DI2E3piBSQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8hB_CX49QR,Yoooooooo,5 months ago,@Whatawant,UCvRmSSuFfo7LQ-rruuM_7JA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8hZTMSgNyc,You don't  no  idea how to  spell  clothes,5 months ago,@alanhopgood2690,UCnaCDf0HPAdlaUPrmZYFqJA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8ii9N-bi-V,Omg same,5 months ago,@Hearts4her-z4d,UCj1uJRrJ2Cpo5A9ARGe0C5g,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8mXicXDF1Z,I'm care bro,5 months ago,@olivialewis8211,UCGJfxeUO-sGe3Gh6ApmZ-ew,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8sVf4wSZDx,❤,5 months ago,@liiha8263,UC8Lbj9R1mQeu-enXaFwPBIQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8wfF3YcfxZ, @shushusimelane4438  BRO IDK,5 months ago,@ItHiNkImSaDIe,UCssEt_5Kniji7j8vZHy9oiw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8wfRrVzufY, @sinthya0tobias555  Imagine💀,5 months ago,@ItHiNkImSaDIe,UCssEt_5Kniji7j8vZHy9oiw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A8z3UGx0L8M, @Crystal120_blue LOL 😂,5 months ago,@angelasimpson6244,UC9HXouP7AIx3K_aYHHiejlw,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9-5t9eIihm,El hombre pues,5 months ago,@victorsanchez4753,UCkIvI-k0SXl0uq16XDbbL_A,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A91WoC39qBP,​@Crystal120_blue  🧢 cap he or she spelled both wrong,5 months ago,@Messisthegoat1023,UCZ5xendWk-mCXnK2uneClzg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9DU2zoDKLG,u ok,5 months ago,@yahairaatienzo3437,UCMnEdNj0sXbR5UThOgyUOwg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9Fj0niQhlI,Jaymondy is not wearing clothes look close😂😂,5 months ago,@tuelophakale3330,UChqV-V7WE6QkypGsjdfpOjQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9Ym2KCBINq,Me too lol,5 months ago,@carolinaoliveira9848,UCZnekqj2OeNmK7TWtAeCmkg,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9aCBBi6MRo,Me toooooooooooooooo,5 months ago,@Us_girlies_slayy,UC5fUrBt4628jLvCBCopjWuQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9kKZzjc7yT,Borh is crazy,5 months ago,@cynthiadugger6552,UCY2wF2sTZ7UT65ODKvcyCIA,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9rFfIKoB_h,Bro is i scence it😮😮,4 months ago,@bongbascuguin3556,UCnoDL5QOrSPXhhawjeOIsqQ,zJ48vnQFz3I
UgyGTD1f_6mJCVyN3UZ4AaABAg.A6lxZ4y4745A9udcC-s2x3,Nah bor,4 months ago,@mikaylabolden2708,UCrGEjp6wSJ48qag8A22Ns3Q,zJ48vnQFz3I
